source_id,z,m1_Msun,m2_Msun,total_mass_Msun,chirp_mass_Msun,q,DL_Mpc,t_c_yr,f_gw_start_hz,f_gw_isco_hz,Lambda,Beta,iota,psi_rad,var_phi,phi_c,eccentricity,engine,score_proxy,signal_rss,signal_max,catalog_kind,population_model,population_weight,observer_rate_weight_proxy,original_row_number,original_m1_Msun,original_m2_Msun,spin1,spin2,spin_angle_alpha,spin_angle_beta,spin_angle_gamma,spin_plane_psi,final_spin,final_mass_Msun,kick_velocity_km_s,escape_velocity_halo_km_s,escape_velocity_baryon_km_s,cluster_mass_Msun,disk_stars_mass_Msun,disk_gas_mass_Msun,bulge_stars_mass_Msun,bulge_gas_mass_Msun,nuclear_star_cluster_mass_Msun,reservoir_mass_Msun,final_halo_mass_Msun
Q3d_K16_100_stratifiedtc_0021,4.68088,809709.0,245904.0,1055613.0,375626.1248406242,0.30369429017091326,43755.12593676368,0.1583763454302854,5.144107558842836e-05,0.0007332520060263231,2.375340289030985,0.6155548563131824,1.3962474839840209,1.9356962396846207,0.557022800132816,2.93417070426682,0.0,bhb_EccFD,1118.055677684204,,,K16_Q3d_100_stratifiedtc_from_500,Q3d,2.94317e-06,3.9611203174910568,28282,809709.0,245904.0,0.998,0.789337,0.138685,0.024814,0.133743,4.60157,0.988227,986735.0,302145.0,352811.0,130343.0,115040000000.0,170047.0,12832400.0,608881000.0,9.07984,192682.0,2502870.0,6309570000000.0
Q3d_K16_100_stratifiedtc_0022,6.88161,409225.0,180019.0,589244.0,232439.1440809366,0.4399022542611033,68410.74646494663,0.1687169120226834,5.526038749006067e-05,0.0009468114365604555,3.902244274355412,-0.4689785002851796,2.315106405372423,0.9500566047703379,2.823491250267363,6.250555931754217,0.0,bhb_EccFD,581.6904975091733,,,K16_Q3d_100_stratifiedtc_from_500,Q3d,9.73587e-07,0.730711878430244,10266,409225.0,180019.0,0.998,0.872095,0.116883,0.0301391,0.14687,6.19367,0.974004,541685.0,320839.0,314603.0,93754.6,39973800000.0,41.9614,126337.0,221915000.0,4.31732,153480.0,914959.0,19952600000000.0
Q3d_K16_100_stratifiedtc_0023,3.30657,436299.0,364186.0,800485.0,346731.93152540916,0.834716559056977,29024.69203018847,0.1692292738212322,6.272192596796775e-05,0.0012755247686916885,2.977390368704852,-1.016750656289932,1.3269666364676145,1.6276519885816783,3.17981483136564,3.958849418198716,0.0,bhb_EccFD,1061.013442226409,,,K16_Q3d_100_stratifiedtc_from_500,Q3d,4.51491e-06,9.276181269804109,21272,436299.0,364186.0,0.931174,0.564073,0.117909,0.0560628,0.152167,0.758586,0.905771,733046.0,162788.0,365095.0,39580.6,729033000000.0,78101900.0,13638700000.0,75768500.0,19.6602,11007.5,0.0,3981070000000.0
Q3d_K16_100_stratifiedtc_0024,1.30794,403304.0,164906.0,568210.0,220201.1676640816,0.40888758851883444,9414.793878634116,0.1803417952884876,0.0001201191664996196,0.0033530514583734795,2.2591039953153262,0.15303158483577514,2.893103986037586,0.3599977864406749,3.0030155926040103,5.101615024960194,0.0,bhb_EccFD,836.8949424238415,,,K16_Q3d_100_stratifiedtc_from_500,Q3d,4.51491e-06,15.210789229831692,21661,403304.0,164906.0,0.987449,0.998,0.161162,0.0427234,0.12843,2.34328,0.980648,523590.0,285770.0,327265.0,159352.0,92437500000.0,4172.41,2440610.0,911311000.0,8.0192,3546600.0,3240060.0,3981070000000.0
Q3d_K16_100_stratifiedtc_0025,1.11898,1011940.0,728159.0,1740099.0,745270.2742881811,0.7195673656540902,7769.768865757372,0.1981692073417101,5.708369314157419e-05,0.001192539547602509,3.9042854361750226,-0.7023907402724211,0.72903503744894,2.836699700025905,1.1505383729979966,3.0062659310233375,0.0,bhb_EccFD,4086.33879373088,,,K16_Q3d_100_stratifiedtc_from_500,Q3d,3.62675e-05,119.69329738003067,21207,1011940.0,728159.0,0.919562,0.918905,0.126541,0.0216797,0.105094,3.30251,0.943495,1581630.0,225837.0,342373.0,170602.0,212057000000.0,197945000.0,2720230000.0,1448070000.0,9.29807,2777910.0,1507170.0,398107000000.0
Q3d_K16_100_stratifiedtc_0026,2.09159,666737.0,628031.0,1294768.0,563278.2619785658,0.9419471245783569,16725.29738271004,0.2053221751221566,5.299038059230811e-05,0.0010984992231252264,4.307455493046179,-0.27855517129507557,1.6724782426734754,0.5416377432588048,3.735080441538715,1.7478986042143905,0.0,bhb_EccFD,2126.174895446309,,,K16_Q3d_100_stratifiedtc_from_500,Q3d,1.04721e-05,31.197735341629144,6144,666737.0,628031.0,0.983492,0.989732,0.118704,0.168879,0.154696,5.53387,0.95731,1168420.0,486597.0,414751.0,78296.4,786134000000.0,3156770000.0,29230200000.0,269359000.0,23855700.0,266604.0,55.8818,1584890000000.0
Q3d_K16_100_stratifiedtc_0027,1.13183,547114.0,278506.0,825620.0,336040.31979475607,0.509045646793904,7879.749019362863,0.2084090468390778,9.180521480463688e-05,0.0024982783878236005,3.324587025555794,-0.13609298950789214,1.4132316147074278,2.3623797100422657,1.4615701578431204,4.492704956672572,0.0,bhb_EccFD,1481.286667482808,,,K16_Q3d_100_stratifiedtc_from_500,Q3d,4.45584e-05,147.43009898744802,17030,547114.0,278506.0,0.989083,0.68176,0.215299,0.0888046,0.173331,1.85043,0.951377,757518.0,293371.0,308115.0,34510.4,246333000000.0,231971000.0,16789300000.0,40442700.0,199892.0,63371.1,0.396045,316228000000.0
Q3d_K16_100_stratifiedtc_0028,1.7373,1573410.0,329878.0,1903288.0,593220.6405001349,0.2096580039531972,13338.160463699529,0.2199792159295437,5.394438704218214e-05,0.0008440082630079166,3.7698298680167186,-0.9260124399733436,1.210426711150828,1.7730708759024587,4.566247769029232,0.7902960975215897,0.0,bhb_EccFD,2401.223888961684,,,K16_Q3d_100_stratifiedtc_from_500,Q3d,3.64807e-06,11.791124124815864,24765,1573410.0,329878.0,0.998,0.998,0.0592913,0.123496,0.111965,0.50089,0.998,1809460.0,241556.0,365356.0,129218.0,238827000000.0,33036.8,16138000.0,638354000.0,8.22871,832856.0,1425740.0,5011870000000.0
Q3d_K16_100_stratifiedtc_0029,4.64407,146238.0,51008.0,197246.0,73217.93558749786,0.3488012691639656,43352.456303968465,0.231400406802078,0.0001244968389163605,0.003949780934109704,3.837608167687926,-0.9922371413750305,1.385979272583797,1.7075038394913546,0.0917260112855291,4.468839638227694,0.0,bhb_EccFD,131.8585489291179,,,K16_Q3d_100_stratifiedtc_from_500,Q3d,0.000101397,137.94667795667993,3151,146238.0,51008.0,0.91265,0.865411,0.0819724,0.107535,0.169583,5.88268,0.952664,184031.0,319339.0,177214.0,37802.6,33899300000.0,115271.0,27046600.0,23644800.0,0.0,85385.4,95971.7,125893000000.0
Q3d_K16_100_stratifiedtc_0030,3.22346,730580.0,201973.0,932553.0,321693.253081908,0.2764556927372772,28157.396320314496,0.2490131356712253,5.756370389604112e-05,0.001116430509888355,0.543242347210793,-0.23924736441769737,0.8689490038534781,0.7316860313179988,5.668661867418269,0.3263699083440911,0.0,bhb_EccFD,882.450912367009,,,K16_Q3d_100_stratifiedtc_from_500,Q3d,1.58724e-05,33.48774917594032,82,730580.0,201973.0,0.943191,0.998,0.239455,0.130019,0.14895,4.21898,0.973838,877592.0,269910.0,232976.0,49846.8,218954000000.0,34588.4,14303300.0,86077300.0,9.66233,165263.0,0.0,1000000000000.0
